GluteyLegionED,Glutey,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Glutey/characters
,Brood Dash,Goliath Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,1534b0ea0eccaa0cb90ffacfe116381336acfae01ffcdf1eee94dbe1bbd74a7a
,Cataclysm Loop,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,59a2aca6a29522971085d1638c804b7d4ec4003f66bd072479c85ece342fccb0

Meierosen,Gurndemurt,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Gurndemurt/characters
,Rapture Road,Antique Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr2.png?scale=1&w=2&h=2&v=399734b915715a11364011fd9451b370,292538a9a889df354a3634b573786f9ec7c14fe05970b0693ccfadb7d9ad605c
,,Nihilist's Driftwood Wand,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand1.png?scale=1&w=1&h=3&v=29d882fad76634e6d9feda1b35808e0b,b6d3b24e1267fd0cdde99cf1a7474790397b26f0fb641dacf99d5a03f057a90e
,Corruption Vise,Satin Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesInt2.png?scale=1&w=2&h=2&v=1cb26b4fd72d5ab0a6b8444ee790ce99,d22568b158ead34d8bd14a1554abd06e652d526a0b3143d73bd8db3964e61c31
,Golem Salvation,Solaris Circlet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetInt9.png?scale=1&w=2&h=2&v=3aeebe40b6db3abe7e4d92e3402db35e,7c4b1322cdc89cfb6872eb4ea219629fd5af926266da29c9070461923bc509f8
,Dragon Shackle,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,62479fa739d008e46176e22989875050f88189611b8c8d6f72c8c8c7f25dc8d1
,Torment Whorl,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,f39a53c68e6ae0f38413a181958f285ebc5ac8374c0ee5276c69cc7b923b4fec
,Kraken Nail,Sapphire Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,05cbfa7b7f20faabf9fcd35c860eed1e90e3177c212027d107c85c1a23d9dc4e
,,Nihilist's Goat's Horn,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,2a3b8f260822b8561cdcdbd42477a2b9210185b1583978f7abccfe9f8d3547fc
,Gale Beads,Turquoise Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TurquoiseAmulet.png?scale=1&w=1&h=1&v=484a8eac4316c65308deea4efcfbb621,769834105611cb281903d286df419a4637424168eb451245d30248f841113205

LeekLoizo,Loizo4,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Loizo4/characters
,Death Charm,Agate Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/AgateAmulet.png?scale=1&w=1&h=1&v=616cdaa894e5fcb0684cbeab3f90c4bc,e4eb92336b0cc72ad017ad6df3d4732947297ec8c2a2aef307eb3a89c349c45f
,Ghoul Track,Murder Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDexInt4.png?scale=1&w=2&h=2&v=bfbd6b83d1a5a8dafbae030a0041b5fe,4837e9fef15863a76d90f2b4c67d0274cf4797fcc86c412e89b865cc34df2e03
,Torment Refuge,Cardinal Round Shield,Offhand,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldStrDex4.png?scale=1&w=2&h=3&v=58ba4d03c2666b883bf94e9aee32e25d,764594aeea6f4d919c3b3a73b723d9a0dda2f485300c0e655b0b996e904a75a6
,Victory Stinger,Corsair Sword,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,50ddef59c4a1b57e62d2f8c8ec077cef3e2eb36381da4c3a2355b41a2001313e
,Grim Finger,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,f6b9ddb90b042b6f998b083034a6d41768138e5a6069017d855df450af2a700a
,Sorrow Caress,Murder Mitts,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDexInt3.png?scale=1&w=2&h=2&v=559c119664070970cfbdc8203425aa76,e3cd637a0fcc79f532c6e226bad6765c698e3fc7848ba82478c9f660be5fc337
,Victory Finger,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,3268efe80e434806e53d839da6c38505c30d40413f44b52af1af0644b6b739d7
,Behemoth Girdle,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,e5673bffd84b99fdc6a9a4101d0d070286beb58284e5fd90022f137cedf035cf
,Blight Edge,Twilight Blade,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8.png?scale=1&w=2&h=3&v=c134bf2ee29330334f8b71f4cc992f13,db0ab7ebe27dda6c591025740701daf18d14caba0a2d9cae8e7b128b56e53179
,Spirit Veil,Sinner Tricorne,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex9.png?scale=1&w=2&h=2&v=e6a9c07a19f574356cad3d7fc7506641,f31af1f08062a31030d5fad425c84ed1fcb0547a9b856faa3551d5a15146ec52
,Storm Ward,Triumphant Lamellar,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr4A.png?scale=1&w=2&h=3&v=f9314c7ebb635aa283be76640df8ff00,cfc4eb29de5cf81eddcd901013a16b6c9ebadbf07e1d053693744a251d9795b5

Von_Zapper,Vonburke,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Vonburke/characters
,Rapture Claw,Ambush Mitts,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDexInt2.png?scale=1&w=2&h=2&v=8301a0119606f022ec99a9723749003d,054fa540848cf67c6aa53ebc9bf24dfe6fc75f8b3cd9b93f7cd986b2876df2b9
,Eagle Goad,Soldier Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt3.png?scale=1&w=2&h=2&v=3ca9bf635d09f26ef27ad85b922fd5e8,79e1c3ea8df5735cc69c69dc6389ba0e4f5579e070ff9240fb1c33d0b7e07184
,,Freezing Demon's Horn of Bliss,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,b626dccf3d7a8ba6ddf7fe4c83d62cf21ca206e80063123b97eaa6345187aaae
,,Imbued Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,779ae2118d4b568b361d4dc94d2085af8dd73cc7898019e13b4201e7d93c3648
,Dread Wish,Fossilised Spirit Shield,Offhand,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt3.png?scale=1&w=2&h=2&v=0b4ca72b3f1678f750402c910c3fb09c,f825980f603643815c6be77f81c64f89abdc0f910ce227ec42cc1a3d3e4be45f
,Dire Collar,Amber Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet3.png?scale=1&w=1&h=1&v=ab799e48c3d205973c8cd93ab478d20c,e02a6c8d9fd15ed3dcb020e4b049cdfaaa6d2418eb8187a7e8b1fbd3abd67537
,Maelström Nail,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,c7fcc3701647c52ae0d1f5b68596dadd2eb6ba4e02fb6f3f1d1262c7dfcb19d8
,Gloom Impaler,Ezomyte Dagger,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger5.png?scale=1&w=1&h=3&v=a1651ea7d4666506eba99122f5b927e4,4c5667b7aa9cb4ae01172433f746680a2e2f02f400958f5bf5f946bd2420a18a
,Brimstone Harness,Studded Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt6.png?scale=1&w=2&h=1&v=c6603b23e7ea1431c247869e74262a58,9f10ac7f7a047a3e3b9ceaf9245927969cdcf46e58e785af2766a84b3bb62563

FaYe_TeamHonk,FaYeyo,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/FaYeyo/characters
,Loath Sunder,Jasper Axe,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2.png?scale=1&w=2&h=3&v=e856f7a39b267f11a7a1a01b11412f61,92680e5ba8baaa38ab21ebce3c91e2f44471612993de2f223ba680fbf6ff3002
,Foe Sever,Siege Axe,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,0c591864a5af9bdf696787f7cde7ff9645be5831e81f9c7358729eebf2119164
,Golem Etcher,Siege Axe,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3.png?scale=1&w=2&h=3&v=b2537cc31a2470a434ee7c8488ed758e,e13b7bb2a645e7839a7adeeaaccdcc109ac2a9113dc5cd70b27e738bf22eabad
,Dusk Beak,Wrist Chopper,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe4.png?scale=1&w=2&h=3&v=a89a2c0b7638bcc048ccae09caad9701,a0a7f03115f1355b07b39a5a672e375c9698b02062e2414092671dc49029a918

SpinnierLadmonkaS,Dissolutio,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Dissolutio/characters
,Vengeance Grasp,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,27f619bafcf6d0d5caa5b27dad42af403e24040b579cf1d3871752b3f7dfd132
,Phoenix Crown,Ursine Pelt,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDex7.png?scale=1&w=2&h=2&v=8d01ba9ab32a8d671bcc66c25c0e90ec,70c1cd481ab5b39bab940590dc01eb4e793e21507ce262ea0efbfcd5febb6e3a
,Corruption Hoof,Hydrascale Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrDex2.png?scale=1&w=2&h=2&v=bdfb39d9a0b60c4ac542bedd8ff06e08,e2079d0e70ed76a30a21ba641a6e0253f7023113b86b8f82324919d5e9743bff
,,Whalebone Rapier,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier2.png?scale=1&w=1&h=4&v=ffa3d6cc78c766584fff267ff269a2bc,b03003cb1f2bf66d14ef6f563874605046c4161554622d18833cd3cefb2b7574
,,Battered Foil,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier3.png?scale=1&w=1&h=4&v=e021537b8f40f4ac029a3abaa7a35c1c,f94751c998fa7d55419e6c34b0bc7a0f00bbaa5a879723d2eec21a5d0b06fc4e
,Phoenix Finger,Topaz Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring5.png?scale=1&w=1&h=1&v=d645f9adfc012c52674c94d16b4292b2,d6eb8a86f0a3ffcb95a65dd11c820928f4e9ed7d5f1608664411a7a2a5d5693e
,Mind Sever,Karui Chopper,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe2.png?scale=1&w=2&h=4&v=d8b0039b20141493a7712dc722062026,87d141ee5165a1c570c1285dade406c563f4ffbfdbc1f150a46c0b9ddf968ab6

TarkeLittyVaalCity,tarke,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/tarke/characters
,Pandemonium Collar,Jade Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet4.png?scale=1&w=1&h=1&v=cc3ec167ca9ea10dfa05b2d55b5dcf62,42c65315b63608067fde3a60e71102307707f0064e6db4deca014a69c2a12bf0
,,Smouldering Carved Wand of Needling,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,adcca05ed54a653c3433631c3a12318a25983e2a1b697c47f433262bd51e197f
,,Carved Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,76bbdbdf549a672c899cdc2e8ed735f41aafbd6c95ad28b59ac2b29e952c47ea

KanitPUKES,Kanit,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Kanit/characters
,,Spiraled Wand of Absorption,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5.png?scale=1&w=1&h=3&v=1693f03dab28c272223acf156ce9107e,4d383b89ba3aeb1a50a814bde64c65e1b18928ac04ba7e4897f5759af3c101b7
,Agony Goad,Demon's Horn,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,1b65d86c246ebb7f3754c4a17f98607a6b92e62abb4660d001b65c5af31a4c0d
,Golem Spire,Serpent Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5.png?scale=1&w=1&h=3&v=1693f03dab28c272223acf156ce9107e,5367f9b2f3e5e9263275c1ba1e4bcf70291b551632d4d01c001e004174f76c5a
,,Goat's Horn,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand2.png?scale=1&w=1&h=3&v=dd4e9f9ef8b06e3f3e3fa3ba400f8ae8,67118a1b09def910aadaab174b4b7e8b0cda6bc1af3d1d4e16c7ee4b6be7551c
,Cataclysm Halo,Harlequin Mask,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetDexInt9.png?scale=1&w=2&h=2&v=f16dbb804ba232a15e23b3539c67b774,9680bff8868d579a51b711fc4790d6038d4da836c9b67b4894f67841c3fc9141

Waha_Legion,WoahFun,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/WoahFun/characters
,Vortex Guardian,Glorious Leather,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyDex1C.png?scale=1&w=2&h=3&v=b7e43accd0d753c6edc393121dad415e,cfb1e6ac46f1441bc3dd10c642a845b7cb0e23d8b5288e9ef177081dd74af14f
,,Glass Shank,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger1.png?scale=1&w=1&h=3&v=815b43c74afdfd00788dd65261746e8e,c91e40298d3b3a67852922f56889f1744f7816d39c856f6d66b5896084548d94
,,Superior Sparkling Claw,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7.png?scale=1&w=2&h=2&v=3933dade22ef069ff0d05b1668c7002a,e71dcb2961ccb02bcc53d84bf9dd6ca54b9e2e4b534a8ffd5b795ec35cfcc4da
,Damnation Knot,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,5bc7687e5f0e2b8626444070bf51645262d221a218bdd61be62529bcde54f8fc
,Blood Choker,Jade Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet4.png?scale=1&w=1&h=1&v=cc3ec167ca9ea10dfa05b2d55b5dcf62,398659e22b3a947b70749ba62d6b91c1283fab2bbd4f3e52f35d4d26f1a5229d
,Death Spell,Imbued Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,2d101dc3c3153149ea1379e851fbe8bf6f31a26494df9410675a1b01f320c4f0
,Brimstone Mitts,Antique Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr2.png?scale=1&w=2&h=2&v=02bb6bfc0c0385695c4fdfa0a5fed536,376a4f5482f3ad0270dba8e1158f08c6d8a054a700f144b65f4d604a5c1ee277
,Gale Span,Stealth Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDex3.png?scale=1&w=2&h=2&v=597ff9da61bbd5547ef2b10d25b8e909,d699066bba2342feaed427078385b0a0fb41a925355fad5694615f6fa43f2e56
,Apocalypse Weaver,Fossilised Spirit Shield,Offhand,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt3.png?scale=1&w=2&h=2&v=0b4ca72b3f1678f750402c910c3fb09c,96bf7e2661b0a04ae89265b2d76a8c6e2312e4a297a39ed8a1a2efc27a1b46eb
,Soul Shackle,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,b6db75bf214bcb75a31327c3553182420175c8fa49b5e0bf0829b1447855f61d
,Rage Turn,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,6ae994f79cfde1ac864d8dd8c5e6320be9b3939616abed27b2b904fccdf454de

JackTwitchPrime,TomTinker,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/TomTinker/characters
,Apocalypse Heart,Lapis Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet5.png?scale=1&w=1&h=1&v=574b38016f547495a51268177882d5cc,e2aa7c3e40c8fd1cc9835386858ee154bfc75e05933351024b037f59a9fdabc3
,Miracle Peak,Secutor Helm,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex5.png?scale=1&w=2&h=2&v=e3200470bc1107e823e1272cede22a7b,2fd1f1ad81c09d5c2fa9f24b8399729916ec9caf9164e6841785c126e620e256
,Blood Thread,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,de21b4877191258d2337ead5777d1f8458cd50630187c1655b7c601d11e27066
,Woe Grasp,Sharkskin Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesDex3.png?scale=1&w=2&h=2&v=d5a5416dc93881e778df10042df871aa,97c6426363fbc2bbc9326db039ba070349ffa9fcbd79232241d2cab03225dc59
,Empyrean Dash,Riveted Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt1.png?scale=1&w=2&h=2&v=035f3b60cab4a435455f0fbb19b7804c,0c5297b55defa45d35bd8eb60e591da56e33517f6ed85e570e381d66a9c285b1
,Doom Cloak,Triumphant Lamellar,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr4A.png?scale=1&w=2&h=3&v=f9314c7ebb635aa283be76640df8ff00,067717a304dae016f40ae7d2fe502a013e035184bc27e6bcc77c9adaef08dc84

Dome_TeamHonk,dome2233,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/dome2233/characters
,,Royal Skean,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger7.png?scale=1&w=1&h=3&v=2524f5358d9c9f46d40c6dfe61c3f17e,d318c463d897ef7c9b6886c36372b9ee13fddda46ce6d3b6257119950636eaa0
,,Superior Dusk Blade,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8.png?scale=1&w=2&h=3&v=c134bf2ee29330334f8b71f4cc992f13,d56e227ff4707ef45afc689c87dccb09b8643075cee80f7d80f4fd96ef0f448d

Wrath_of_the_Wastes,Vonburke,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Vonburke/characters
,Entropy Hold,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,12a41dc8b4c3432e93641c4f74851eceb84a99253ba11d4d6752bcc3757b5643
,Domination Leash,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,7ee091f21be973d0b7d1158f3d2d2727c5b2d44e97eeb2b168ff113003724d3d
,Gloom Dash,Shagreen Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDex4.png?scale=1&w=2&h=2&v=62a68c142ba5a605dcf6b6603bf0ab0c,047c1a78a49eb68020ad4c622832d1accbdf6305f04b15f6e69525f914510e1b
,Hypnotic Loop,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,64ac43e4c7d261d66240eccdf75cc53a2ae345ac6d84c3b241a7a6db481042f2

Harpyja,WingsofAges,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/WingsofAges/characters
,Pandemonium Clasp,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,4c2786f624d182a2649f3b3ad13989bc8c68571830beea5a86ad907b3db33fcd
,Loath Thirst,Glass Shank,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger1.png?scale=1&w=1&h=3&v=815b43c74afdfd00788dd65261746e8e,dda7c13684670d4372a7fbca7340f949d3e0df64256f5fce205dbf95aa6f7c79
,Damnation Skewer,Broadhead Arrow Quiver,Offhand,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverBroadhead.png?scale=1&w=2&h=3&v=a21af860d6330b0968027f387a42d1ee,97bbbb3d2a63d9c0c54126b55d9937cb254c527c8d4241177ea766d2ed95db36
,,Goathide Buckler,Offhand2,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldDex1.png?scale=1&w=2&h=2&v=bf3af1a3d16a7102dbd8b4dff0ee09a1,4ae973ab8e432a78094abad0325facecf1f87fc8d22f85dee448d8400b0f9db6
,Dusk Turn,Unset Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Empty-Socket.png?scale=1&w=1&h=1&v=3671f6d79d7190b43879b830e63fc078,bbd529b64ef5c71435e534c2d5dd4925784f8614b099eedbb4f84ec9618a23c0

ShomiPP,keonigseg,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/keonigseg/characters
,,Sparkling Claw,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw7.png?scale=1&w=2&h=2&v=3933dade22ef069ff0d05b1668c7002a,3ee5ba04fdd84d86796372c0847d82e40d07a7809851731cc51bdeb86c43eecc
,Beast Needle,Penetrating Arrow Quiver,Offhand,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverPenetrating.png?scale=1&w=2&h=3&v=03bcd3787fdbe9b2a810562020e87bd7,7f5e9de2eb1d020c105091076065f443579eaae0fc8ab7dd714c9fba06973448
,,Estoc,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier4.png?scale=1&w=1&h=4&v=08c000a7bb94a3436001f8afdd9c4121,010974410c1b22009abda96cd5406d5db67bd4d7537e6cc0e9e38983200c0295

Trudorc_SpreadingBalls,Trudorc,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Trudorc/characters
,Dread Twine,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,b63ce6e897bf503d4d6c45ec891f891d3e1649cf806e7c42a6277b2f5078304a
,Damnation Spark,Legion Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt2.png?scale=1&w=2&h=2&v=9a8ce1f6169c2ad274efc202693b7293,f6c5a803788d4eb7e07a10dbcd2908a980c42e0efd3b889dd821fc0405d0fd82
,Woe Gyre,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,1f73aee9bf25322770b2efd9b689dee054e7d628623da56f82d105e7ce2ce27c
,Apocalypse Eye,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,a5af0bd138ce4ced91779a17734aeb725dd43c019ec1c735a77197f2f228b813

Tryxik,xliktiz,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/xliktiz/characters
,Hate Noose,Onyx Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet7.png?scale=1&w=1&h=1&v=ecac1e6f4574572eeef0379d955811cd,4c8567c18f0995f343e41c07ea5c13bd1afffd84ac953968b41114f94a3cc8de
,Tempest Bite,Vaal Hatchet,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe6.png?scale=1&w=2&h=3&v=6c8bf90402b412cfa37f021c9feacecf,dd75c52f185412c1b65555eb992d272c32e453ae3cd62607d05a8ce2fbe65094
,Corruption Sole,Titan Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,c1dea46f478f556937f0fce18ff93261dfbcdff866f5cbe7cea5303fffd2a3ec
,Empyrean Horn,Fluted Bascinet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStrDex8.png?scale=1&w=2&h=2&v=e041f1d30cb6e997023b09d2a822b7a6,5278004b4ee0b0e123a5be9d57e2579c385333c855a83c11a8d73b4285cd27c1
,Sorrow Band,Iron Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TheWardensBand.png?scale=1&w=1&h=1&v=bb0f61600a978d3fcebb423d687a4223,459b4ad4f78566f6b76976670df6ad8841cd4c1221b2513ccccaf2c8466f23b1
,Dusk Lash,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,8c12bcf4b65674fa9af92d0affc5bdc5fdee20ba245b3782282a710079860c9b
